"August 5, 2018 12:50:24","BTRC orders to slow down mobile internet speed.The telecom regulator has directed mobile phone operators to slow down internet speed across the country for 24 hours.

The Bangladesh Telecommunication Regulatory Commission (BTRC) made the directives on Saturday apparently in a bid to tackle the ongoing student protests.",1
"August 12, 2018 11:46:34","Stocks end flat as large-cap stocks plunge.Analysts said the some investors sold shares especially large-cap Grameenphone, Square Pharmaceuticals, ACI BSRM, MJL Bangladesh and Singer Bangladesh to cash in ahead of Eid-ul-Azha.",0
"August 13, 2018 10:43:15","Weekly sector-wise analysis: Most of the major sectors suffer losses.The heavyweight telecommunication sector, which comprised two issues - Grameenphone (GP) and Bangladesh Submarine Cable Company (BSCCL), was the biggest loser, plunging by 6.46 per cent as the sector heavyweight GP's share fell Tk 25.60 each to close at Tk 363.80.",0
"August 13, 2018 10:45:48",Weekly analysis: Stocks end flat as investors reshuffle portfolio.The telecom sector witnessed the highest correction of 6.46 per cent as the sector heavyweight Grameenphone's share price plunged Tk 25.60 each to close at Tk 363.80.,0
"August 16, 2018 20:34:52",Grameenphone adds new smartphones to its 4G ecosystem,1
"August 19, 2018 11:28:14","DSE, CSE soar as pre-Eid sale pressure ease.The investors continued to show buying spree on largest market-cap Grameenphone shares riding on the news of uniform call rate for all the operators coupled with bank stocks amid post-Eid optimism.",1
"August 25, 2018 20:59:17",Uniform mobile call rate: Subscribers' interest overlooked.Available data show that Grameenphone subscribers are suffering the most as about 90 per cent of the calls they make are on-net.,0
"September 13, 2018 12:01:44","Weekly analysis: Stocks break five-week winning streak. Bank, financial institutions, textile sectors suffer most.Block trade contributed 2.80 per cent to the total turnover with stocks like Square Pharma, National Life Insurance, Grameenphone and United Power dominating the block trade board.",1
"September 17, 2018 11:00:14","Weekly sector-wise analysis: 12 sectors end lower, 7 higher.GP's share price plunged more than 4.0 per cent to close at Tk 370.60 each on Thursday",0
"September 27, 2018 10:44:15","The effectiveness of the draft VAT return form will be tested with the participation of some large taxpayers including Unilever, British American Tobacco, Grameenphone and Hotel Westin.",1
"October 7, 2018 20:15:38","RAB nabs GP employee, distributor for selling SIM cards illegally.Members of Rapid Action Battalion (RAB) in a drive arrested a senior executive (business sales) and a distributor of mobile phone company Grameenphone from the capital on early Sunday for selling SIM cards issued in the name of different corporate offices.",0
"October 24, 2018 10:43:11","Grameenphone revenue up 1.9pc in Q3. Grameenphone reported revenue of BDT 98.1 billion for the first nine months of 2018, up1.9 per cent from the same period last year. ""Grameenphone reported healthy EBITDA growth and strong margins during the period"" ",1
"October 24, 2018 10:43:11","Grameenphone revenue up 1.9pc in Q3.Grameenphone Ltd ended the third quarter of 2018 with 71.4 million active subscribers, registering a11.8 per cent year-on-year (YoY) growth. With 36.3 million data subscribers, 50.9 per cent of the total subscribers on the GP network using internet services.

Grameenphone reported revenue of BDT 98.1 billion for the first nine months of 2018, up1.9 per cent from the same period last year. Data revenue grew by 19.5 per cent YoY along with voice revenue growth of 4.8 per cent YoY.",1
"October 24, 2018 10:58:01",GP users face highest number of call drops: BTRC,0
"October 31, 2018 16:25:07",Telecommunication sector posted the highest gain of 5.34 per cent riding on Grameenphone (GP) as its share price surged by 5.0 per cent to close at Tk 383 each.,1
"October 31, 2018 16:25:07","Telecommunication sector posted the highest gain of 5.34 per cent riding on Grameenphone (GP) as its share price surged by 5.0 per cent to close at Tk 383 each.

GP's share price increased riding on the news that its net profit rose 26.6 per cent to Tk 26.10 billion in the first nine months of the year, compared to the same period a year ago, said a stockbroker.",1
"November 21, 2018 00:00:00","Grameenphone's (GP) dominance as the overwhelming market leader is set to come under increased regulatory scrutiny, as BTRC has finally come up with Significant Market Power (SMP) Regulations for the country's telecom sector.",0
"January 17, 2019 17:37:59",Telecom giant Grameenphone is losing the highest number of customers through the roll-out of mobile number portability (MNP) service.,0
"January 29, 2019 10:26:11","Stocks down, GP recommends 155pc div. Telecommunication sector experienced the highest price appreciation of 3.90 per cent on the DSE mainly riding on Grameenphone.",1
